N,P,K,soil_ph,temperature,humidity,soil_moisture,crop
74,45,69,3.36,25.37,84.15,65.62,Papaya
140,38,114,7.47,25.32,62.12,52.99,Papaya
76,56,68,6.76,40.0,61.28,81.31,Papaya
61,30,75,7.5,28.71,87.5,76.71,Papaya
72,85,111,11.19,33.63,73.21,51.32,Papaya
66,50,104,13.31,27.37,57.06,82.65,Papaya
93,37,110,13.18,29.33,58.55,55.3,Papaya
120,94,71,12.32,33.33,52.33,85.24,Papaya
73,63,30,6.14,34.04,71.69,53.99,Papaya
120,35,96,2.93,30.35,53.38,86.89,Papaya
142,77,98,12.54,30.18,85.28,61.47,Papaya
109,21,53,7.39,37.46,65.84,56.54,Papaya
102,78,68,0.08,38.26,71.67,65.51,Papaya
141,67,111,13.24,32.81,55.46,62.76,Papaya
136,55,83,2.5,35.47,77.81,57.42,Papaya
123,27,77,4.91,38.3,79.77,46.49,Papaya
65,55,49,1.69,39.15,80.55,74.71,Papaya
147,44,31,0.51,30.19,72.1,87.0,Papaya
74,59,37,1.0,26.45,73.88,68.51,Papaya
115,23,95,6.52,29.77,60.16,72.96,Papaya
99,62,72,8.72,26.1,78.79,48.58,Papaya
118,93,111,5.39,36.52,87.13,56.65,Papaya
127,46,103,13.67,29.35,74.46,74.09,Papaya
144,57,96,4.08,31.88,57.74,63.49,Papaya
89,57,73,12.23,38.06,51.79,64.35,Papaya
55,83,31,4.27,30.68,71.77,72.37,Papaya
113,36,63,4.15,29.3,85.42,60.89,Papaya
77,32,35,7.84,31.97,74.45,86.14,Papaya
58,98,76,11.67,39.12,50.58,88.99,Papaya
55,43,80,13.64,33.5,74.49,69.26,Papaya
66,26,50,9.32,36.58,50.74,88.82,Papaya
89,83,109,12.25,32.24,62.12,57.96,Papaya
148,82,109,5.48,36.62,57.4,70.35,Papaya
125,41,90,11.25,38.9,77.93,46.25,Papaya
94,72,95,3.95,39.57,52.4,61.52,Papaya
131,93,45,4.99,31.55,59.14,70.98,Papaya
92,31,61,2.52,31.57,51.29,56.09,Papaya
147,91,67,1.29,36.83,76.66,49.65,Papaya
95,41,45,3.23,39.63,86.62,52.97,Papaya
112,58,84,7.14,29.25,86.51,50.68,Papaya
50,66,37,10.3,31.66,74.75,80.38,Papaya
108,83,92,11.69,26.78,81.61,60.88,Papaya
112,63,56,7.14,38.04,51.53,65.97,Papaya
128,35,33,7.81,32.67,77.14,86.01,Papaya
67,78,82,7.07,35.38,89.83,52.61,Papaya
135,53,61,9.76,27.88,89.22,85.3,Papaya
131,65,114,12.05,26.3,73.82,74.84,Papaya
114,99,43,12.1,29.93,73.73,75.31,Papaya
69,97,98,2.11,29.04,73.62,59.27,Papaya
105,89,117,2.99,39.09,57.63,65.28,Papaya
103,74,114,4.34,35.43,70.95,78.74,Papaya
97,93,53,3.06,27.14,70.43,62.94,Papaya
149,43,116,1.64,27.05,72.65,61.48,Papaya
103,46,61,12.67,32.99,89.33,88.44,Papaya
138,92,119,5.78,35.27,74.62,51.1,Papaya
65,35,87,9.5,36.36,89.38,79.84,Papaya
69,21,85,11.75,26.57,58.42,74.61,Papaya
96,50,49,13.2,38.44,82.15,78.85,Papaya
146,82,31,0.95,31.89,56.11,86.81,Papaya
56,66,102,13.22,30.45,57.93,84.56,Papaya
72,38,74,3.23,30.8,77.46,49.23,Papaya
124,75,44,1.56,34.61,82.6,84.55,Papaya
82,30,31,12.41,32.12,66.13,88.82,Papaya
89,27,94,1.91,33.09,80.7,72.48,Papaya
54,93,76,8.37,30.23,50.76,85.0,Papaya
94,25,114,6.68,32.28,73.28,77.61,Papaya
90,50,102,5.8,37.98,56.19,72.76,Papaya
57,69,70,9.37,29.85,52.73,69.54,Papaya
130,48,67,12.52,30.95,64.69,56.84,Papaya
131,40,81,0.87,35.98,77.03,58.47,Papaya
99,60,79,7.58,34.6,71.89,55.96,Papaya
140,88,49,0.41,38.39,50.77,56.61,Papaya
80,88,115,10.4,27.76,87.53,75.88,Papaya
53,98,46,11.81,35.2,65.46,67.28,Papaya
115,75,91,5.17,34.92,87.54,66.95,Papaya
105,47,79,13.52,28.41,82.43,80.34,Papaya
54,53,95,10.89,38.17,52.3,69.5,Papaya
130,75,92,12.38,37.98,85.62,51.33,Papaya
103,96,108,3.38,37.99,76.45,72.88,Papaya
145,74,38,2.03,31.33,69.65,68.12,Papaya
142,63,62,13.72,37.33,58.16,63.35,Papaya
129,51,74,4.21,39.08,65.27,65.83,Papaya
50,48,62,6.76,33.41,56.21,81.93,Papaya
125,22,33,11.39,28.93,59.79,50.19,Papaya
132,88,94,10.71,29.63,74.16,63.4,Papaya
122,30,38,7.66,27.87,72.55,71.15,Papaya
110,67,101,1.59,32.44,76.34,81.46,Papaya
56,72,109,7.7,31.2,75.49,60.06,Papaya
79,75,103,0.86,37.1,72.99,61.42,Papaya
64,72,52,5.36,25.67,84.58,79.65,Papaya
53,45,103,4.4,39.96,60.97,87.62,Papaya
112,28,30,1.84,27.38,60.11,84.67,Papaya
119,94,45,4.49,38.61,77.03,84.61,Papaya
87,84,99,10.61,28.75,63.03,80.31,Papaya
96,75,48,9.73,39.63,71.5,56.34,Papaya
109,47,63,7.26,26.88,52.36,69.09,Papaya
148,42,110,4.66,32.53,71.94,86.1,Papaya
51,50,89,13.24,32.27,61.76,64.67,Papaya
118,85,92,7.77,26.56,53.79,82.75,Papaya
57,80,89,0.54,31.98,80.12,47.26,Papaya
100,35,78,5.95,32.81,69.38,61.99,Papaya
143,78,104,7.93,26.83,80.36,86.35,Papaya
68,67,89,3.62,31.64,69.55,84.05,Papaya
143,36,57,12.78,38.21,61.34,71.65,Papaya
80,54,106,6.31,38.0,55.77,81.51,Papaya
129,78,33,12.25,27.47,62.24,79.19,Papaya
71,60,81,7.08,33.43,68.73,82.02,Papaya
82,56,109,12.4,26.48,75.29,65.83,Papaya
135,49,83,6.84,29.47,82.84,71.56,Papaya
121,35,63,3.84,26.65,66.78,78.86,Papaya
86,66,114,2.55,28.24,89.0,86.22,Papaya
61,47,45,8.07,25.52,71.73,45.39,Papaya
118,40,113,3.58,39.96,60.36,66.77,Papaya
113,60,64,8.57,30.75,83.26,54.75,Papaya
74,64,65,7.1,36.41,87.4,83.35,Papaya
103,92,110,6.97,30.64,71.15,77.13,Papaya
78,83,66,13.0,35.98,75.9,48.59,Papaya
62,32,116,4.55,38.03,59.96,78.3,Papaya
75,62,75,13.89,35.0,54.03,74.47,Papaya
71,77,83,1.33,25.51,61.38,67.27,Papaya
142,39,64,7.88,28.21,57.53,62.14,Papaya
125,82,84,0.8,29.92,61.78,49.51,Papaya
141,20,35,8.86,35.34,63.42,61.68,Papaya
122,42,94,12.88,33.53,70.17,59.85,Papaya
59,52,94,5.15,33.3,60.85,60.11,Papaya
97,76,32,5.82,39.19,59.08,89.06,Papaya
91,73,74,13.34,39.71,52.71,53.59,Papaya
139,85,80,3.62,27.73,74.8,86.57,Papaya
149,50,108,11.93,34.85,59.42,58.82,Papaya
108,73,102,2.77,39.23,72.97,47.44,Papaya
102,35,54,6.15,39.04,61.05,64.61,Papaya
89,56,110,1.74,28.8,65.26,67.48,Papaya
124,26,84,7.79,39.76,70.64,76.12,Papaya
111,20,101,8.49,34.37,62.53,58.59,Papaya
55,37,95,2.54,29.12,58.28,66.35,Papaya
53,61,35,6.47,38.92,79.57,47.78,Papaya
140,58,52,11.69,37.3,75.17,73.63,Papaya
104,45,79,11.02,33.89,79.69,53.19,Papaya
137,94,106,4.46,35.97,85.74,71.52,Papaya
118,84,39,5.01,34.14,82.32,79.87,Papaya
52,76,64,11.17,32.58,78.2,76.68,Papaya
56,88,115,12.31,25.24,57.28,57.55,Papaya
137,96,106,8.66,34.83,87.86,45.04,Papaya
135,36,98,13.22,29.93,77.3,78.5,Papaya
61,26,99,8.14,36.57,74.91,65.5,Papaya
148,90,41,7.09,37.3,81.28,54.61,Papaya
66,31,116,5.49,37.21,51.2,49.51,Papaya
116,57,78,0.24,38.46,67.5,83.97,Papaya
124,67,76,1.48,29.68,87.36,76.89,Papaya
119,74,31,1.92,39.97,56.89,63.11,Papaya
85,73,115,9.91,35.62,60.23,75.12,Papaya
66,91,47,13.22,29.44,59.27,62.21,Papaya
135,34,53,1.8,34.62,74.02,73.55,Papaya
50,49,43,4.02,31.42,59.62,48.62,Papaya
116,74,67,13.73,30.25,73.38,89.22,Papaya
129,92,70,13.76,27.24,59.11,60.03,Papaya
148,40,63,13.43,30.63,56.21,68.92,Papaya
127,79,97,12.59,38.26,83.75,54.31,Papaya
98,97,103,8.42,29.93,64.21,82.26,Papaya
100,27,101,8.41,35.99,82.99,59.36,Papaya
120,66,67,1.49,30.03,74.82,57.81,Papaya
139,55,92,7.67,27.62,63.08,84.46,Papaya
92,92,59,13.51,38.96,70.17,82.72,Papaya
80,45,96,13.4,33.97,51.98,86.34,Papaya
73,89,68,2.31,32.33,66.84,88.92,Papaya
132,53,58,9.98,34.72,61.04,61.68,Papaya
86,79,71,4.32,34.3,79.3,53.24,Papaya
114,42,78,8.25,38.2,64.11,55.78,Papaya
138,60,117,5.88,37.71,53.46,70.67,Papaya
112,88,48,0.5,29.29,86.69,68.27,Papaya
105,74,58,3.15,35.88,52.0,50.97,Papaya
123,92,109,6.2,31.1,76.04,66.77,Papaya
67,64,62,6.81,39.6,65.76,70.37,Papaya
114,80,116,10.99,30.14,69.43,49.99,Papaya
78,52,111,2.28,38.73,58.84,71.64,Papaya
126,71,68,6.18,37.42,89.9,69.73,Papaya
53,38,66,11.96,37.37,56.15,55.48,Papaya
61,94,42,5.73,35.94,88.08,64.52,Papaya
105,27,46,12.41,37.24,83.82,47.43,Papaya
97,89,37,11.78,34.86,73.09,61.02,Papaya
68,25,74,2.48,30.82,83.85,88.85,Papaya
75,91,64,0.89,38.01,58.26,77.47,Papaya
87,76,46,4.46,27.57,76.03,59.98,Papaya
129,79,104,2.12,34.27,55.47,84.78,Papaya
74,38,48,10.85,36.29,69.82,58.56,Papaya
105,71,79,11.8,35.18,55.42,67.22,Papaya
123,60,106,1.85,33.02,68.16,84.7,Papaya
77,57,51,1.47,32.86,56.49,73.72,Papaya
110,88,113,7.75,29.56,56.41,75.98,Papaya
141,35,65,2.69,33.83,85.47,46.27,Papaya
138,58,60,9.52,32.66,64.05,83.54,Papaya
138,93,47,12.95,35.61,81.73,52.25,Papaya
100,70,49,10.33,31.73,54.01,78.57,Papaya
61,24,91,6.59,30.5,58.83,75.32,Papaya
57,81,63,5.48,35.18,52.51,84.79,Papaya
149,60,51,3.3,36.6,72.43,79.61,Papaya
107,86,79,12.03,28.69,58.99,55.0,Papaya
137,78,101,5.0,25.38,86.96,52.26,Papaya
72,38,51,5.59,34.07,75.81,76.28,Papaya
86,99,32,12.19,38.05,52.7,45.34,Papaya
60,81,74,5.08,32.85,72.16,54.16,Papaya
66,72,31,0.17,25.91,87.89,48.48,Papaya
141,85,102,3.76,35.52,73.14,54.78,Papaya
105,27,102,8.67,33.64,54.33,58.94,Papaya
102,65,55,3.68,38.56,70.19,52.1,Papaya
116,31,88,12.66,36.27,80.37,56.9,Papaya
51,84,30,10.05,39.96,53.12,81.04,Papaya
78,42,82,5.64,30.29,81.17,50.85,Papaya
106,58,86,4.87,32.48,50.24,46.29,Papaya
83,79,109,12.27,38.39,50.08,86.79,Papaya
127,46,72,9.14,27.6,82.8,49.93,Papaya
146,76,47,9.07,38.59,62.27,52.08,Papaya
131,63,68,10.57,27.35,86.45,73.74,Papaya
142,89,60,4.58,25.46,64.29,45.46,Papaya
51,47,75,3.25,33.45,74.02,75.98,Papaya
124,42,30,13.23,29.8,82.39,61.34,Papaya
80,53,75,7.8,38.14,80.5,57.4,Papaya
126,44,30,1.8,25.55,78.86,77.94,Papaya
93,30,85,8.47,36.02,83.52,75.9,Papaya
139,67,75,4.76,32.17,64.61,58.52,Papaya
105,84,117,7.12,39.6,56.77,74.0,Papaya
147,29,84,1.3,37.49,81.47,64.51,Papaya
103,92,85,0.96,37.35,70.03,83.2,Papaya
102,45,107,2.12,37.93,52.23,82.12,Papaya
123,29,52,5.84,25.18,79.6,85.08,Papaya
125,37,77,11.19,25.02,78.42,75.43,Papaya
135,79,91,2.27,36.93,62.04,86.81,Papaya
95,92,37,4.69,34.73,52.91,77.77,Papaya
103,64,95,3.46,28.7,57.88,52.53,Papaya
80,45,34,6.73,39.34,56.93,83.33,Papaya
132,28,67,0.57,35.42,62.19,52.24,Papaya
73,55,33,6.92,31.93,60.79,85.18,Papaya
74,34,68,2.03,30.08,64.59,63.77,Papaya
84,43,37,2.12,29.36,62.28,68.39,Papaya
106,59,66,1.0,25.75,54.46,48.83,Papaya
121,21,67,0.88,38.74,65.19,74.15,Papaya
118,23,89,3.08,36.03,82.99,51.8,Papaya
135,39,41,10.93,26.05,56.33,81.8,Papaya
77,58,101,6.17,29.3,60.77,60.47,Papaya
125,64,88,12.15,32.67,68.65,74.23,Papaya
82,45,48,6.78,28.25,84.76,60.2,Papaya
102,79,96,5.32,34.08,88.02,83.46,Papaya
65,88,69,13.58,31.51,86.18,75.58,Papaya
75,87,52,13.44,35.64,52.08,88.52,Papaya
61,89,45,12.2,31.34,57.89,74.83,Papaya
136,50,57,3.49,28.66,51.62,89.75,Papaya
139,88,119,0.8,30.57,76.63,88.61,Papaya
126,26,79,7.0,25.63,71.27,72.47,Papaya
136,88,41,11.57,32.71,78.97,66.91,Papaya
80,23,73,4.63,27.33,84.42,69.6,Papaya
149,92,117,8.86,31.88,73.06,50.81,Papaya
76,56,107,5.18,34.19,75.57,57.48,Papaya
85,21,47,5.82,32.6,77.51,67.61,Papaya
108,68,89,2.6,36.49,65.14,78.31,Papaya
136,36,69,10.76,28.87,66.12,62.85,Papaya
52,36,116,11.02,31.48,71.34,65.31,Papaya
143,59,44,5.87,28.45,81.47,50.07,Papaya
81,70,83,12.77,26.48,66.41,59.32,Papaya
64,96,96,6.94,25.32,58.26,89.96,Papaya
124,47,92,10.12,39.4,88.79,54.12,Papaya
115,65,84,7.8,39.44,87.39,59.51,Papaya
139,97,69,8.77,39.39,54.01,87.16,Papaya
112,93,39,10.03,28.64,89.93,86.38,Papaya
147,68,84,0.54,28.41,61.42,61.29,Papaya
50,36,38,4.85,30.45,88.07,85.89,Papaya
124,46,102,4.75,36.7,51.43,48.27,Papaya
54,81,92,9.79,39.33,64.12,55.27,Papaya
139,30,90,6.22,34.19,77.31,73.3,Papaya
55,63,88,4.84,36.19,89.59,87.41,Papaya
148,55,115,0.26,30.2,88.1,58.92,Papaya
54,35,95,13.41,25.71,76.4,85.75,Papaya
122,79,92,8.88,25.41,56.47,75.47,Papaya
77,71,74,9.77,36.53,59.31,53.03,Papaya
132,41,62,9.08,35.33,51.36,85.8,Papaya
118,97,104,0.31,29.82,59.08,85.35,Papaya
136,96,55,2.07,37.4,76.99,48.16,Papaya
93,90,59,12.44,29.95,79.78,45.72,Papaya
65,57,45,9.54,25.8,86.62,52.3,Papaya
120,84,110,3.91,33.22,71.93,77.63,Papaya
127,70,118,5.2,27.88,52.87,67.27,Papaya
71,42,117,2.9,25.47,78.29,50.34,Papaya
122,34,85,8.64,26.24,80.56,62.26,Papaya
72,98,39,12.01,25.77,67.67,68.38,Papaya
92,50,87,11.36,33.09,57.88,47.56,Papaya
117,47,34,5.6,27.81,64.84,59.54,Papaya
92,86,58,12.83,29.48,61.38,51.8,Papaya
75,61,68,12.98,35.21,56.19,79.78,Papaya
90,44,45,8.15,35.08,76.68,60.19,Papaya
119,52,115,8.78,38.69,60.87,66.21,Papaya
80,42,70,9.76,36.57,81.61,63.71,Papaya
66,72,73,0.96,30.13,53.4,86.39,Papaya
58,35,66,11.38,28.63,63.43,73.41,Papaya
140,56,38,4.35,30.64,52.42,76.79,Papaya
104,24,63,12.4,39.77,88.01,78.85,Papaya
55,30,94,4.79,29.75,54.5,81.92,Papaya
119,31,111,4.24,39.08,87.63,51.78,Papaya
113,40,48,11.0,37.51,71.72,85.63,Papaya
53,37,79,11.58,28.55,51.27,47.85,Papaya
116,33,110,4.91,38.81,84.18,80.34,Papaya
137,52,68,7.3,35.39,61.97,65.63,Papaya
105,40,114,10.21,37.27,88.21,65.69,Papaya
67,45,45,8.82,37.36,58.2,55.65,Papaya
81,44,63,8.74,36.25,84.04,78.05,Papaya
134,54,76,12.07,25.29,74.41,80.26,Papaya
97,82,113,4.25,31.69,85.22,64.6,Papaya
78,39,67,2.31,27.38,53.42,66.56,Papaya
81,82,96,4.8,28.21,74.38,64.92,Papaya
74,85,103,1.55,28.62,88.78,55.85,Papaya
125,31,61,4.08,38.61,59.25,68.17,Papaya
112,51,73,11.09,26.77,72.71,79.13,Papaya
58,67,92,5.57,27.56,76.16,61.61,Papaya
120,78,102,9.43,31.69,83.9,50.21,Papaya
63,39,43,4.54,37.04,75.55,73.24,Papaya
69,56,64,11.47,37.29,52.47,68.74,Papaya
133,59,55,6.88,31.97,69.57,54.2,Papaya
59,80,33,10.3,39.63,81.34,89.62,Papaya
60,75,95,4.39,27.48,74.39,72.42,Papaya
88,33,30,3.29,38.1,50.8,84.93,Papaya
68,55,31,0.39,38.26,64.84,45.22,Papaya
68,95,83,3.95,27.07,62.67,82.06,Papaya
92,53,33,7.42,30.87,52.88,67.56,Papaya
110,25,97,0.42,29.03,59.36,70.41,Papaya
119,65,49,13.67,30.02,67.98,76.89,Papaya
121,96,102,13.32,33.63,66.66,86.08,Papaya
114,41,92,7.21,26.04,81.91,88.51,Papaya
72,42,116,3.06,34.67,82.3,50.0,Papaya
109,83,57,13.48,26.2,88.98,76.97,Papaya
59,63,50,5.95,38.03,75.0,49.09,Papaya
112,30,68,2.88,39.78,57.74,71.68,Papaya
51,87,75,9.25,38.07,68.84,59.5,Papaya
85,80,86,3.99,38.13,50.08,70.31,Papaya
106,95,36,3.48,26.35,72.95,88.73,Papaya
115,75,48,11.42,26.11,52.51,77.23,Papaya
128,70,34,13.46,26.12,87.26,55.18,Papaya
69,82,101,2.65,25.77,64.94,50.16,Papaya
91,49,84,2.44,26.9,50.05,58.97,Papaya
70,29,74,7.27,29.3,89.28,54.64,Papaya
143,42,70,10.25,33.81,61.79,53.99,Papaya
137,20,71,13.65,28.31,62.86,73.85,Papaya
115,67,61,0.9,33.55,50.85,76.6,Papaya
87,23,75,12.34,39.35,66.92,52.43,Papaya
135,47,33,2.64,35.82,58.01,88.74,Papaya
142,63,35,5.56,35.06,72.8,69.38,Papaya
127,86,96,12.26,34.62,81.06,78.95,Papaya
118,21,31,7.98,30.69,56.35,47.06,Papaya
73,77,50,4.8,31.24,89.22,57.63,Papaya
75,25,43,7.23,31.84,88.62,79.76,Papaya
51,61,58,4.93,39.42,53.38,55.91,Papaya
95,36,45,7.15,31.92,58.57,54.68,Papaya
83,56,79,9.79,25.35,71.0,73.95,Papaya
111,63,33,2.41,35.73,63.17,77.32,Papaya
136,42,107,9.14,27.39,53.56,45.88,Papaya
90,59,86,0.26,33.49,83.13,80.98,Papaya
148,63,45,4.91,31.32,53.83,69.53,Papaya
64,50,40,13.91,36.75,81.76,77.94,Papaya
104,95,92,0.45,31.9,69.87,57.16,Papaya
52,32,85,13.64,27.27,56.12,47.77,Papaya
125,39,58,5.23,27.06,60.01,81.12,Papaya
87,66,103,12.79,29.63,73.02,46.24,Papaya
100,29,76,10.42,35.51,56.53,67.64,Papaya
66,84,67,3.8,26.14,73.43,81.21,Papaya
140,71,67,2.31,29.85,70.48,74.71,Papaya
132,82,101,12.85,36.2,88.2,77.83,Papaya
98,48,83,11.76,37.86,84.94,59.19,Papaya
70,73,98,8.44,32.59,89.06,56.75,Papaya
137,69,114,2.29,27.95,81.07,66.88,Papaya
73,84,54,12.14,25.03,89.09,83.77,Papaya
132,63,38,2.64,38.1,85.36,85.39,Papaya
144,27,50,4.74,37.53,89.46,48.91,Papaya
89,28,84,9.31,30.61,63.34,87.62,Papaya
69,42,95,0.7,28.24,76.57,48.44,Papaya
128,53,99,7.21,38.08,51.93,74.3,Papaya
84,35,49,13.41,38.2,56.14,52.4,Papaya
97,81,106,10.85,33.1,75.27,89.75,Papaya
148,84,107,7.81,26.37,62.97,63.72,Papaya
82,97,32,13.33,38.35,77.59,52.31,Papaya
105,71,73,6.45,27.48,59.6,82.59,Papaya
90,42,70,7.32,26.53,60.93,53.78,Papaya
103,57,54,8.34,26.02,76.85,59.77,Papaya
93,59,80,5.97,33.44,51.56,82.21,Papaya
131,27,44,9.71,26.65,68.72,87.14,Papaya
130,51,106,11.34,32.27,78.0,72.61,Papaya
121,59,57,13.05,37.35,55.96,73.1,Papaya
133,85,88,5.93,33.75,86.69,50.87,Papaya
60,67,97,12.86,32.66,84.03,59.09,Papaya
143,32,119,4.33,33.88,87.88,73.77,Papaya
140,46,74,12.2,25.84,77.27,70.36,Papaya
63,65,112,7.99,39.33,77.9,75.68,Papaya
91,90,94,13.07,36.28,63.67,81.07,Papaya
128,22,58,5.64,28.25,53.75,48.94,Papaya
61,80,57,3.11,31.0,59.33,81.81,Papaya
133,91,64,4.88,27.29,60.04,75.7,Papaya
66,84,42,2.26,26.23,64.01,76.67,Papaya
139,36,80,0.97,33.93,82.96,77.0,Papaya
127,45,98,0.44,34.84,88.52,63.65,Papaya
74,48,43,13.85,37.37,80.83,80.89,Papaya
75,91,102,7.99,38.38,67.72,77.33,Papaya
96,57,97,6.07,38.57,61.61,75.93,Papaya
74,70,95,5.64,36.61,50.83,47.5,Papaya
138,62,107,8.65,37.77,55.48,82.76,Papaya
109,91,32,4.58,25.99,55.3,68.09,Papaya
109,27,33,3.26,28.21,54.77,46.64,Papaya
76,44,74,9.93,28.85,61.77,51.92,Papaya
92,74,100,4.19,31.84,67.27,59.36,Papaya
125,64,44,9.52,36.54,75.74,56.86,Papaya
69,86,81,13.8,35.85,77.3,60.65,Papaya
112,76,97,8.8,30.58,74.52,61.61,Papaya
129,68,105,1.52,38.8,57.27,80.15,Papaya
74,73,88,7.19,38.83,52.54,84.64,Papaya
76,66,46,8.13,33.87,71.43,89.54,Papaya
101,83,46,4.26,36.27,61.91,66.67,Papaya
131,43,35,0.92,30.96,53.44,62.48,Papaya
59,81,80,3.72,25.6,53.18,63.71,Papaya
99,52,73,0.22,39.67,70.71,77.45,Papaya
79,59,77,1.23,36.02,57.62,55.61,Papaya
50,48,32,2.73,30.01,62.8,46.69,Papaya
103,27,41,6.09,38.99,64.28,65.08,Papaya
53,94,83,9.01,36.16,61.64,89.01,Papaya
136,35,81,10.8,29.91,76.12,53.55,Papaya
56,52,63,0.09,34.23,70.44,68.77,Papaya
79,83,94,5.18,30.16,67.93,88.86,Papaya
139,30,34,11.15,34.69,61.92,72.3,Papaya
114,48,99,9.14,26.52,60.48,45.32,Papaya
78,68,44,11.21,25.75,51.07,60.46,Papaya
74,85,91,13.86,37.89,61.47,77.38,Papaya
89,24,81,0.18,30.02,75.53,71.41,Papaya
75,72,50,4.76,39.61,69.35,47.57,Papaya
66,63,93,9.98,25.06,62.32,57.72,Papaya
80,26,63,11.46,30.75,51.77,86.91,Papaya
110,89,83,12.65,39.95,84.36,80.35,Papaya
57,88,102,4.28,38.03,80.62,79.47,Papaya
118,98,37,6.06,32.62,71.48,67.58,Papaya
50,46,34,1.34,32.63,67.82,89.54,Papaya
128,73,119,10.21,35.26,86.35,70.33,Papaya
149,92,102,11.39,31.85,62.69,70.03,Papaya
120,42,50,1.48,39.27,50.27,61.07,Papaya
95,77,116,8.68,34.9,71.46,76.74,Papaya
140,36,116,12.87,35.83,62.31,89.0,Papaya
148,65,100,5.68,39.5,65.16,64.79,Papaya
140,66,117,9.49,35.43,69.39,52.21,Papaya
69,78,84,9.84,34.68,85.32,50.14,Papaya
131,64,56,4.8,35.25,67.39,53.86,Papaya
89,81,84,5.94,25.37,50.58,56.05,Papaya
51,73,50,1.45,38.91,78.9,88.98,Papaya
143,94,63,6.93,27.63,61.33,69.51,Papaya
110,32,105,5.27,37.89,75.96,55.6,Papaya
143,31,46,6.84,27.46,88.72,63.24,Papaya
120,21,35,9.25,30.79,63.53,55.72,Papaya
126,61,30,12.24,35.71,60.32,58.22,Papaya
146,73,38,1.66,29.86,56.55,50.21,Papaya
79,30,71,4.41,37.37,84.8,89.24,Papaya
79,97,115,4.28,38.11,73.32,65.5,Papaya
136,41,67,4.43,27.07,53.58,54.18,Papaya
94,68,30,8.84,31.42,81.75,88.38,Papaya
73,56,57,4.26,26.63,82.8,78.63,Papaya
133,55,109,8.69,29.24,75.1,74.28,Papaya
141,68,103,10.09,35.77,52.41,75.99,Papaya
105,77,107,3.33,36.07,71.95,48.31,Papaya
132,22,75,8.15,36.26,50.58,77.79,Papaya
110,85,42,5.64,28.44,55.48,48.9,Papaya
62,52,95,12.59,29.37,70.41,56.97,Papaya
129,37,49,1.2,28.81,60.25,66.49,Papaya
105,67,95,7.76,39.07,88.15,68.9,Papaya
64,94,47,1.32,32.13,75.46,68.85,Papaya
60,90,98,1.64,39.55,51.08,59.7,Papaya
61,56,55,1.22,25.18,75.53,78.76,Papaya
135,69,97,2.93,29.61,82.42,66.56,Papaya
138,55,33,9.74,34.69,64.3,61.86,Papaya
52,46,74,7.98,34.64,89.86,81.14,Papaya
73,41,86,11.1,25.59,68.12,82.16,Papaya
138,50,40,13.08,28.05,85.5,70.59,Papaya
58,59,95,13.02,35.66,51.72,65.6,Papaya
141,73,38,2.97,31.91,78.37,56.61,Papaya
95,83,106,5.1,33.57,54.65,89.68,Papaya
143,89,91,5.65,26.44,78.88,52.32,Papaya
120,72,71,12.93,36.74,81.71,58.61,Papaya
109,73,45,6.73,27.41,72.29,66.19,Papaya
60,73,111,0.77,30.12,82.88,59.62,Papaya
59,90,66,8.8,29.97,67.24,83.78,Papaya
52,25,58,4.15,38.02,55.14,57.34,Papaya
68,83,61,6.45,32.08,63.13,59.01,Papaya
51,73,111,3.34,38.94,73.11,80.99,Papaya
66,84,107,12.41,38.41,74.7,54.36,Papaya
142,65,38,12.86,27.64,80.47,77.43,Papaya
51,61,40,7.76,25.37,89.55,82.1,Papaya
102,94,52,4.75,29.55,79.18,47.87,Papaya
65,75,54,8.74,38.79,84.6,84.45,Papaya
59,59,111,12.69,27.2,65.02,50.73,Papaya
117,34,36,1.97,39.01,83.3,60.56,Papaya
92,49,62,5.43,35.09,89.33,46.93,Papaya
139,42,84,7.54,28.18,62.81,80.27,Papaya
107,31,35,3.43,32.6,87.09,50.11,Papaya
109,49,33,3.45,30.4,86.0,62.26,Papaya
73,35,110,6.72,25.25,53.22,84.66,Papaya
125,49,119,12.7,38.74,89.02,75.81,Papaya
134,87,46,12.09,27.48,62.76,68.04,Papaya
65,52,57,0.38,28.87,52.26,52.86,Papaya
149,76,31,2.92,37.21,80.55,82.45,Papaya
148,47,103,5.09,32.67,77.06,58.03,Papaya
58,98,66,6.48,29.57,84.64,50.95,Papaya
55,45,112,11.16,25.73,55.18,72.76,Papaya
114,33,38,12.9,33.21,65.92,83.47,Papaya
127,76,87,1.92,27.8,71.39,47.61,Papaya
73,34,119,0.92,26.01,55.1,89.09,Papaya
59,85,111,4.01,27.84,66.84,65.0,Papaya
131,35,111,6.32,38.14,78.57,57.7,Papaya
122,56,40,4.91,33.66,59.72,80.29,Papaya
76,30,75,12.63,34.14,85.1,57.03,Papaya
132,30,89,13.33,32.67,59.59,84.29,Papaya
149,52,42,1.22,38.62,64.83,48.56,Papaya
52,21,63,3.45,31.59,77.77,69.15,Papaya
87,52,110,0.11,27.24,81.23,76.35,Papaya
122,82,48,8.96,29.12,75.42,65.53,Papaya
123,22,93,11.91,31.28,60.41,80.14,Papaya
122,52,56,12.16,25.93,75.8,70.03,Papaya
66,45,59,9.76,35.96,61.66,45.05,Papaya
97,53,48,8.38,33.29,64.52,79.02,Papaya
